match_id,date,team_id,team_name,local_ultimos_5_partidos,local_ultimos_5_ganados,local_ultimos_5_empatados,local_ultimos_5_perdidos,local_ultimos_5_goles_favor,local_ultimos_5_goles_contra,local_ultimos_5_diferencia_gol,local_ultimos_5_puntos,local_ultimos_5_prom_goles_favor,local_ultimos_5_prom_goles_contra,visitante_ultimos_5_partidos,visitante_ultimos_5_ganados,visitante_ultimos_5_empatados,visitante_ultimos_5_perdidos,visitante_ultimos_5_goles_favor,visitante_ultimos_5_goles_contra,visitante_ultimos_5_diferencia_gol,visitante_ultimos_5_puntos,visitante_ultimos_5_prom_goles_favor,visitante_ultimos_5_prom_goles_contra
m_0afzlB,2026-08-01,t_2RmaMX,Racing Club,5,2,2,1,5,4,1,8,1.0,0.8,5,1,2,2,3,4,-1,5,0.6,0.8
m_3HhWIs,2026-08-09,t_2RmaMX,Racing Club,5,1,2,2,4,7,-3,5,0.8,1.4,5,1,2,2,3,4,-1,5,0.6,0.8
m_0M3QLL,2026-08-14,t_2RmaMX,Racing Club,5,1,2,2,4,7,-3,5,0.8,1.4,5,1,2,2,4,5,-1,5,0.8,1.0
m_0kNt0b,2026-08-24,t_2RmaMX,Racing Club,5,1,2,2,4,6,-2,5,0.8,1.2,5,1,2,2,4,5,-1,5,0.8,1.0
m_3p9B98,2026-08-31,t_2RmaMX,Racing Club,5,1,2,2,4,6,-2,5,0.8,1.2,5,1,2,2,4,5,-1,5,0.8,1.0
m_3Sp87a,2026-09-07,t_2RmaMX,Racing Club,5,1,2,2,4,6,-2,5,0.8,1.2,5,1,1,3,4,7,-3,4,0.8,1.4
m_1jSOwn,2026-09-14,t_2RmaMX,Racing Club,5,1,1,3,5,8,-3,4,1.0,1.6,5,1,1,3,4,7,-3,4,0.8,1.4
m_3n69Oa,2026-09-14,t_2RmaMX,Racing Club,5,1,1,3,5,8,-3,4,1.0,1.6,5,0,1,4,4,9,-5,1,0.8,1.8
m_3Ky5pe,2026-01-22,t_2Swqmw,Club Atlético Platense,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_1tV17s,2026-01-26,t_2Swqmw,Club Atlético Platense,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0,0.0
m_2citFn,2026-02-01,t_2Swqmw,Club Atlético Platense,1,1,0,0,2,1,1,3,2.0,1.0,1,0,1,0,0,0,0,1,0.0,0.0
m_4FfDiT,2026-02-08,t_2Swqmw,Club Atlético Platense,1,1,0,0,2,1,1,3,2.0,1.0,2,1,1,0,2,1,1,4,1.0,0.5
m_31Xzsf,2026-02-15,t_2Swqmw,Club Atlético Platense,2,1,0,1,2,2,0,3,1.0,1.0,2,1,1,0,2,1,1,4,1.0,0.5
m_13pMsz,2026-02-21,t_2Swqmw,Club Atlético Platense,2,1,0,1,2,2,0,3,1.0,1.0,3,1,2,0,2,1,1,5,0.6666666666666666,0.3333333333333333
m_1pWCHs,2026-02-24,t_2Swqmw,Club Atlético Platense,3,2,0,1,3,2,1,6,1.0,0.6666666666666666,3,1,2,0,2,1,1,5,0.6666666666666666,0.3333333333333333
m_2hRZh7,2026-03-02,t_2Swqmw,Club Atlético Platense,4,2,1,1,3,2,1,7,0.75,0.5,3,1,2,0,2,1,1,5,0.6666666666666666,0.3333333333333333
m_0njgmB,2026-03-11,t_2Swqmw,Club Atlético Platense,4,2,1,1,3,2,1,7,0.75,0.5,4,1,3,0,2,1,1,6,0.5,0.25
m_3WrGF3,2026-03-14,t_2Swqmw,Club Atlético Platense,4,2,1,1,3,2,1,7,0.75,0.5,5,1,4,0,3,2,1,7,0.6,0.4
m_1Y4U8l,2026-03-23,t_2Swqmw,Club Atlético Platense,5,2,1,2,3,4,-1,7,0.6,0.8,5,1,4,0,3,2,1,7,0.6,0.4
m_4fH8lA,2026-04-01,t_2Swqmw,Club Atlético Platense,5,2,1,2,3,4,-1,7,0.6,0.8,5,1,3,1,3,3,0,6,0.6,0.6
m_4TG70M,2026-04-12,t_2Swqmw,Club Atlético Platense,5,2,1,2,3,4,-1,7,0.6,0.8,5,0,4,1,1,2,-1,4,0.2,0.4
m_3YFLQO,2026-04-20,t_2Swqmw,Club Atlético Platense,5,1,2,2,2,4,-2,5,0.4,0.8,5,0,4,1,1,2,-1,4,0.2,0.4
m_41mY2k,2026-04-25,t_2Swqmw,Club Atlético Platense,5,1,2,2,2,4,-2,5,0.4,0.8,5,0,3,2,4,6,-2,3,0.8,1.2
m_3MBuhd,2026-05-03,t_2Swqmw,Club Atlético Platense,5,1,2,2,2,4,-2,5,0.4,0.8,5,0,3,2,4,6,-2,3,0.8,1.2
m_3A4OqU,2026-07-25,t_2Swqmw,Club Atlético Platense,5,0,2,3,1,6,-5,2,0.2,1.2,5,0,3,2,4,6,-2,3,0.8,1.2
m_1WfN4f,2026-07-30,t_2Swqmw,Club Atlético Platense,5,0,2,3,3,8,-5,2,0.6,1.6,5,0,3,2,4,6,-2,3,0.8,1.2
m_11WoiN,2026-08-09,t_2Swqmw,Club Atlético Platense,5,0,2,3,3,8,-5,2,0.6,1.6,5,0,2,3,5,8,-3,2,1.0,1.6
m_07PgTk,2026-08-16,t_2Swqmw,Club Atlético Platense,5,0,2,3,3,8,-5,2,0.6,1.6,5,1,1,3,5,7,-2,4,1.0,1.4
m_4IdcNi,2026-08-23,t_2Swqmw,Club Atlético Platense,5,0,3,2,4,7,-3,3,0.8,1.4,5,1,1,3,5,7,-2,4,1.0,1.4
m_300q44,2026-08-31,t_2Swqmw,Club Atlético Platense,5,0,3,2,4,7,-3,3,0.8,1.4,5,2,1,2,7,7,0,7,1.4,1.4
m_08AJGA,2026-09-04,t_2Swqmw,Club Atlético Platense,5,0,3,2,4,7,-3,3,0.8,1.4,5,2,0,3,7,8,-1,6,1.4,1.6
m_2iSmoq,2026-09-12,t_2Swqmw,Club Atlético Platense,5,0,3,2,4,7,-3,3,0.8,1.4,5,2,0,3,7,8,-1,6,1.4,1.6
m_1JjKsV,2026-01-23,t_2eRs85,Vélez Sarsfield,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_45TuR8,2026-01-27,t_2eRs85,Vélez Sarsfield,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,1,0,1,3,1.0,0.0
m_1jdpKo,2026-01-31,t_2eRs85,Vélez Sarsfield,1,1,0,0,2,1,1,3,2.0,1.0,1,1,0,0,1,0,1,3,1.0,0.0
m_14fRnJ,2026-02-09,t_2eRs85,Vélez Sarsfield,1,1,0,0,2,1,1,3,2.0,1.0,2,1,1,0,2,1,1,4,1.0,0.5
m_0Wq4zM,2026-02-14,t_2eRs85,Vélez Sarsfield,2,2,0,0,4,2,2,6,2.0,1.0,2,1,1,0,2,1,1,4,1.0,0.5
m_4JeqYL,2026-02-22,t_2eRs85,Vélez Sarsfield,2,2,0,0,4,2,2,6,2.0,1.0,3,1,2,0,3,2,1,5,1.0,0.6666666666666666
m_0rdClw,2026-02-25,t_2eRs85,Vélez Sarsfield,3,3,0,0,5,2,3,9,1.6666666666666667,0.6666666666666666,3,1,2,0,3,2,1,5,1.0,0.6666666666666666
m_3WwAlG,2026-03-02,t_2eRs85,Vélez Sarsfield,4,3,1,0,5,2,3,10,1.25,0.5,3,1,2,0,3,2,1,5,1.0,0.6666666666666666
m_4GHjNn,2026-03-10,t_2eRs85,Vélez Sarsfield,4,3,1,0,5,2,3,10,1.25,0.5,4,2,2,0,4,2,2,8,1.0,0.5
m_3WrGF3,2026-03-14,t_2eRs85,Vélez Sarsfield,4,3,1,0,5,2,3,10,1.25,0.5,5,2,3,0,5,3,2,9,1.0,0.6
m_1CaySw,2026-03-21,t_2eRs85,Vélez Sarsfield,4,3,1,0,5,2,3,10,1.25,0.5,5,2,3,0,6,3,3,9,1.2,0.6
m_1tC6eA,2026-04-03,t_2eRs85,Vélez Sarsfield,5,3,1,1,5,3,2,10,1.0,0.6,5,2,3,0,6,3,3,9,1.2,0.6
m_2wfcAu,2026-04-14,t_2eRs85,Vélez Sarsfield,5,3,1,1,5,3,2,10,1.0,0.6,5,2,2,1,7,5,2,8,1.4,1.0
m_4X5YYv,2026-04-20,t_2eRs85,Vélez Sarsfield,5,3,1,1,4,2,2,10,0.8,0.4,5,2,2,1,7,5,2,8,1.4,1.0
m_3JhiqO,2026-04-27,t_2eRs85,Vélez Sarsfield,5,3,1,1,4,2,2,10,0.8,0.4,5,2,2,1,6,4,2,8,1.2,0.8
m_1P18Zr,2026-05-04,t_2eRs85,Vélez Sarsfield,5,2,2,1,4,3,1,8,0.8,0.6,5,2,2,1,6,4,2,8,1.2,0.8
m_4Cpvon,2026-05-11,t_2eRs85,Vélez Sarsfield,5,1,3,1,4,4,0,6,0.8,0.8,5,2,2,1,6,4,2,8,1.2,0.8
m_0xmq9N,2026-07-24,t_2eRs85,Vélez Sarsfield,5,1,2,2,4,5,-1,5,0.8,1.0,5,2,2,1,6,4,2,8,1.2,0.8
m_0OoV9x,2026-07-30,t_2eRs85,Vélez Sarsfield,5,2,2,1,5,4,1,8,1.0,0.8,5,2,2,1,6,4,2,8,1.2,0.8
m_4Ha0vK,2026-08-08,t_2eRs85,Vélez Sarsfield,5,2,2,1,5,4,1,8,1.0,0.8,5,2,2,1,8,5,3,8,1.6,1.0
m_43tFlq,2026-08-17,t_2eRs85,Vélez Sarsfield,5,2,2,1,5,4,1,8,1.0,0.8,5,2,2,1,8,5,3,8,1.6,1.0
m_4fjPIc,2026-08-23,t_2eRs85,Vélez Sarsfield,5,1,3,1,5,5,0,6,1.0,1.0,5,2,2,1,8,5,3,8,1.6,1.0
m_4bZ5kw,2026-08-29,t_2eRs85,Vélez Sarsfield,5,1,3,1,5,5,0,6,1.0,1.0,5,1,3,1,8,7,1,6,1.6,1.4
m_3kXmim,2026-09-06,t_2eRs85,Vélez Sarsfield,5,1,3,1,5,5,0,6,1.0,1.0,5,1,4,0,7,5,2,7,1.4,1.0
m_3tdQH8,2026-09-11,t_2eRs85,Vélez Sarsfield,5,2,2,1,4,3,1,8,0.8,0.6,5,1,4,0,7,5,2,7,1.4,1.0
m_4LyLYK,2026-01-22,t_2qXAzu,Huracán,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_2jeBEO,2026-01-27,t_2qXAzu,Huracán,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,1,1,0,1,1.0,1.0
m_3bjCVs,2026-02-01,t_2qXAzu,Huracán,1,0,0,1,1,2,-1,0,1.0,2.0,1,0,1,0,1,1,0,1,1.0,1.0
m_4PxDme,2026-02-08,t_2qXAzu,Huracán,1,0,0,1,1,2,-1,0,1.0,2.0,2,0,2,0,2,2,0,2,1.0,1.0
m_0cdzvY,2026-02-14,t_2qXAzu,Huracán,2,1,0,1,2,2,0,3,1.0,1.0,2,0,2,0,2,2,0,2,1.0,1.0
m_0aYpab,2026-02-21,t_2qXAzu,Huracán,3,2,0,1,3,2,1,6,1.0,0.6666666666666666,2,0,2,0,2,2,0,2,1.0,1.0
m_0JTPFi,2026-02-26,t_2qXAzu,Huracán,3,2,0,1,3,2,1,6,1.0,0.6666666666666666,3,0,3,0,2,2,0,3,0.6666666666666666,0.6666666666666666
m_2obGmX,2026-03-03,t_2qXAzu,Huracán,3,2,0,1,3,2,1,6,1.0,0.6666666666666666,4,0,3,1,2,4,-2,3,0.5,1.0
m_2e6Rvv,2026-03-13,t_2qXAzu,Huracán,4,3,0,1,6,3,3,9,1.5,0.75,4,0,3,1,2,4,-2,3,0.5,1.0
m_2vu8vn,2026-03-16,t_2qXAzu,Huracán,5,3,0,2,7,5,2,9,1.4,1.0,4,0,3,1,2,4,-2,3,0.5,1.0
m_1Klahn,2026-03-24,t_2qXAzu,Huracán,5,3,0,2,7,5,2,9,1.4,1.0,5,0,4,1,2,4,-2,4,0.4,0.8
m_2k76Cm,2026-04-05,t_2qXAzu,Huracán,5,3,1,1,6,3,3,10,1.2,0.6,5,0,4,1,2,4,-2,4,0.4,0.8
m_19wJgg,2026-04-12,t_2qXAzu,Huracán,5,3,1,1,6,3,3,10,1.2,0.6,5,1,3,1,4,3,1,6,0.8,0.6
m_0QP5Eq,2026-04-21,t_2qXAzu,Huracán,5,3,1,1,8,4,4,10,1.6,0.8,5,1,3,1,4,3,1,6,0.8,0.6
m_4Q9jVb,2026-04-28,t_2qXAzu,Huracán,5,3,1,1,8,4,4,10,1.6,0.8,5,1,3,1,4,3,1,6,0.8,0.6
m_4ODmAi,2026-05-03,t_2qXAzu,Huracán,5,2,1,2,8,6,2,7,1.6,1.2,5,1,3,1,4,3,1,6,0.8,0.6
m_0kTolw,2026-05-09,t_2qXAzu,Huracán,5,2,1,2,8,6,2,7,1.6,1.2,5,1,3,1,4,3,1,6,0.8,0.6
m_3CeTeZ,2026-05-13,t_2qXAzu,Huracán,5,2,1,2,8,6,2,7,1.6,1.2,5,2,3,0,7,3,4,9,1.4,0.6
m_19ZLfE,2026-07-25,t_2qXAzu,Huracán,5,2,1,2,8,6,2,7,1.6,1.2,5,2,2,1,7,4,3,8,1.4,0.8
m_4ZaB72,2026-07-30,t_2qXAzu,Huracán,5,2,1,2,6,5,1,7,1.2,1.0,5,2,2,1,7,4,3,8,1.4,0.8
m_0KKvFY,2026-08-04,t_2qXAzu,Huracán,5,2,1,2,6,5,1,7,1.2,1.0,5,1,2,2,5,6,-1,5,1.0,1.2
m_3Oow95,2026-08-09,t_2qXAzu,Huracán,5,2,2,1,5,3,2,8,1.0,0.6,5,1,2,2,5,6,-1,5,1.0,1.2
m_0VVZir,2026-08-16,t_2qXAzu,Huracán,5,2,2,1,5,3,2,8,1.0,0.6,5,2,1,2,6,5,1,7,1.2,1.0
m_3jpi32,2026-08-23,t_2qXAzu,Huracán,5,2,2,1,5,3,2,8,1.0,0.6,5,2,0,3,6,7,-1,6,1.2,1.4
m_0m7kON,2026-08-29,t_2qXAzu,Huracán,5,2,2,1,5,3,2,8,1.0,0.6,5,2,0,3,6,7,-1,6,1.2,1.4
m_1hvbqC,2026-09-04,t_2qXAzu,Huracán,5,1,3,1,3,3,0,6,0.6,0.6,5,2,0,3,6,7,-1,6,1.2,1.4
m_1jSOwn,2026-09-14,t_2qXAzu,Huracán,5,1,3,1,3,3,0,6,0.6,0.6,5,1,1,3,4,6,-2,4,0.8,1.2
m_3n69Oa,2026-09-14,t_2qXAzu,Huracán,5,2,3,0,4,2,2,9,0.8,0.4,5,1,1,3,4,6,-2,4,0.8,1.2
m_0MqdAY,2026-01-22,t_2rD0OF,Aldosivi,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_2kLUw0,2026-01-28,t_2rD0OF,Aldosivi,1,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_3OMXQ9,2026-02-02,t_2rD0OF,Aldosivi,2,0,2,0,0,0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_0WCpY7,2026-02-07,t_2rD0OF,Aldosivi,2,0,2,0,0,0,0,2,0.0,0.0,1,0,0,1,1,3,-2,0,1.0,3.0
m_1H9yMb,2026-02-12,t_2rD0OF,Aldosivi,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333,1,0,0,1,1,3,-2,0,1.0,3.0
m_4P2osf,2026-02-23,t_2rD0OF,Aldosivi,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333,2,0,0,2,1,4,-3,0,0.5,2.0
m_0KBmAa,2026-03-03,t_2rD0OF,Aldosivi,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333,3,0,0,3,1,5,-4,0,0.3333333333333333,1.6666666666666667
m_3yk8on,2026-03-12,t_2rD0OF,Aldosivi,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333,4,0,0,4,1,7,-6,0,0.25,1.75
m_2vu8vn,2026-03-16,t_2rD0OF,Aldosivi,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333,5,0,1,4,2,8,-6,1,0.4,1.6
m_49lsqf,2026-03-22,t_2rD0OF,Aldosivi,4,0,4,0,1,1,0,4,0.25,0.25,5,0,1,4,2,8,-6,1,0.4,1.6
m_3hUrMw,2026-03-31,t_2rD0OF,Aldosivi,4,0,4,0,1,1,0,4,0.25,0.25,5,0,1,4,1,7,-6,1,0.2,1.4
m_3pnBbL,2026-04-04,t_2rD0OF,Aldosivi,5,0,4,1,1,3,-2,4,0.2,0.6,5,0,1,4,1,7,-6,1,0.2,1.4
m_4OXsD0,2026-04-11,t_2rD0OF,Aldosivi,5,0,4,1,1,3,-2,4,0.2,0.6,5,0,1,4,1,7,-6,1,0.2,1.4
m_3XlvKO,2026-04-19,t_2rD0OF,Aldosivi,5,0,4,1,1,3,-2,4,0.2,0.6,5,0,1,4,1,7,-6,1,0.2,1.4
m_3Nkc9o,2026-04-26,t_2rD0OF,Aldosivi,5,0,4,1,2,4,-2,4,0.4,0.8,5,0,1,4,1,7,-6,1,0.2,1.4
m_3MfCw1,2026-05-03,t_2rD0OF,Aldosivi,5,0,4,1,2,4,-2,4,0.4,0.8,5,0,1,4,2,9,-7,1,0.4,1.8
m_4cBLTF,2026-07-24,t_2rD0OF,Aldosivi,5,0,4,1,2,4,-2,4,0.4,0.8,5,0,1,4,2,9,-7,1,0.4,1.8
m_03VPBd,2026-07-29,t_2rD0OF,Aldosivi,5,0,4,1,2,4,-2,4,0.4,0.8,5,0,2,3,3,8,-5,2,0.6,1.6
m_2GNnDW,2026-08-02,t_2rD0OF,Aldosivi,5,0,4,1,2,4,-2,4,0.4,0.8,5,0,1,4,2,8,-6,1,0.4,1.6
m_4HTpja,2026-08-07,t_2rD0OF,Aldosivi,5,0,3,2,3,6,-3,3,0.6,1.2,5,0,1,4,2,8,-6,1,0.4,1.6
m_0kIwxH,2026-08-15,t_2rD0OF,Aldosivi,5,0,3,2,3,6,-3,3,0.6,1.2,5,0,1,4,3,8,-5,1,0.6,1.6
m_4g29p2,2026-08-21,t_2rD0OF,Aldosivi,5,0,4,1,3,4,-1,4,0.6,0.8,5,0,1,4,3,8,-5,1,0.6,1.6
m_1B4lCI,2026-08-30,t_2rD0OF,Aldosivi,5,0,3,2,4,7,-3,3,0.8,1.4,5,0,1,4,3,8,-5,1,0.6,1.6
m_3GuLGz,2026-09-05,t_2rD0OF,Aldosivi,5,0,3,2,4,7,-3,3,0.8,1.4,5,0,1,4,4,9,-5,1,0.8,1.8
m_2lA7Wg,2026-09-12,t_2rD0OF,Aldosivi,5,1,2,2,6,7,-1,5,1.2,1.4,5,0,1,4,4,9,-5,1,0.8,1.8
m_1JjKsV,2026-01-23,t_2rXlDo,Instituto,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_1tV17s,2026-01-26,t_2rXlDo,Instituto,1,0,0,1,0,1,-1,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0
m_4MfeT3,2026-02-04,t_2rXlDo,Instituto,1,0,0,1,0,1,-1,0,0.0,1.0,1,0,0,1,1,2,-1,0,1.0,2.0
m_185FrI,2026-02-09,t_2rXlDo,Instituto,2,0,1,1,2,3,-1,1,1.0,1.5,1,0,0,1,1,2,-1,0,1.0,2.0
m_3C7F2J,2026-02-16,t_2rXlDo,Instituto,2,0,1,1,2,3,-1,1,1.0,1.5,2,0,0,2,1,3,-2,0,0.5,1.5
m_2MNUQn,2026-02-20,t_2rXlDo,Instituto,3,1,1,1,4,3,1,4,1.3333333333333333,1.0,2,0,0,2,1,3,-2,0,0.5,1.5
m_2YNGA5,2026-02-24,t_2rXlDo,Instituto,4,2,1,1,6,4,2,7,1.5,1.0,2,0,0,2,1,3,-2,0,0.5,1.5
m_15JkYD,2026-03-01,t_2rXlDo,Instituto,4,2,1,1,6,4,2,7,1.5,1.0,3,0,1,2,2,4,-2,1,0.6666666666666666,1.3333333333333333
m_0RZpdm,2026-03-12,t_2rXlDo,Instituto,5,2,1,2,7,6,1,7,1.4,1.2,3,0,1,2,2,4,-2,1,0.6666666666666666,1.3333333333333333
m_4WxmC2,2026-03-17,t_2rXlDo,Instituto,5,2,1,2,7,6,1,7,1.4,1.2,4,0,1,3,2,6,-4,1,0.5,1.5
m_3kkhBc,2026-03-22,t_2rXlDo,Instituto,5,3,1,1,9,6,3,10,1.8,1.2,4,0,1,3,2,6,-4,1,0.5,1.5
m_2NfZWl,2026-04-07,t_2rXlDo,Instituto,5,3,1,1,9,6,3,10,1.8,1.2,5,0,1,4,2,8,-6,1,0.4,1.6
m_0g9Wn1,2026-04-11,t_2rXlDo,Instituto,5,4,0,1,9,4,5,12,1.8,0.8,5,0,1,4,2,8,-6,1,0.4,1.6
m_1Vr866,2026-04-18,t_2rXlDo,Instituto,5,4,0,1,9,4,5,12,1.8,0.8,5,1,1,3,2,6,-4,4,0.4,1.2
m_3kUgTn,2026-04-26,t_2rXlDo,Instituto,5,3,0,2,7,5,2,9,1.4,1.0,5,1,1,3,2,6,-4,4,0.4,1.2
m_1qqpJe,2026-05-05,t_2rXlDo,Instituto,5,3,0,2,7,5,2,9,1.4,1.0,5,1,2,2,3,6,-3,5,0.6,1.2
m_0xmq9N,2026-07-24,t_2rXlDo,Instituto,5,3,0,2,7,5,2,9,1.4,1.0,5,2,1,2,4,5,-1,7,0.8,1.0
m_1WfN4f,2026-07-30,t_2rXlDo,Instituto,5,3,0,2,7,5,2,9,1.4,1.0,5,2,1,2,4,4,0,7,0.8,0.8
m_2EBOtR,2026-08-03,t_2rXlDo,Instituto,5,3,0,2,7,5,2,9,1.4,1.0,5,2,1,2,4,4,0,7,0.8,0.8
m_3JpYQD,2026-08-09,t_2rXlDo,Instituto,5,3,0,2,7,5,2,9,1.4,1.0,5,3,1,1,5,2,3,10,1.0,0.4
m_4XvVEn,2026-08-16,t_2rXlDo,Instituto,5,4,0,1,7,3,4,12,1.4,0.6,5,3,1,1,5,2,3,10,1.0,0.4
m_4Vv4zW,2026-08-22,t_2rXlDo,Instituto,5,4,0,1,7,3,4,12,1.4,0.6,5,3,1,1,5,2,3,10,1.0,0.4
m_1YGhXX,2026-09-01,t_2rXlDo,Instituto,5,4,0,1,7,3,4,12,1.4,0.6,5,3,1,1,4,1,3,10,0.8,0.2
m_0rPnpL,2026-09-08,t_2rXlDo,Instituto,5,4,0,1,6,2,4,12,1.2,0.4,5,3,1,1,4,1,3,10,0.8,0.2
m_1qj0Vv,2026-09-15,t_2rXlDo,Instituto,5,4,0,1,6,2,4,12,1.2,0.4,5,2,1,2,4,4,0,7,0.8,0.8
m_47lc7V,2026-09-15,t_2rXlDo,Instituto,5,4,0,1,6,3,3,12,1.2,0.6,5,2,1,2,4,4,0,7,0.8,0.8
m_3L4LL7,2026-01-24,t_3FROV0,Barracas Central,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_2kLUw0,2026-01-28,t_3FROV0,Barracas Central,1,0,0,1,0,1,-1,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0
m_45XhQv,2026-02-01,t_3FROV0,Barracas Central,1,0,0,1,0,1,-1,0,0.0,1.0,1,0,1,0,0,0,0,1,0.0,0.0
m_1Cuhf7,2026-02-09,t_3FROV0,Barracas Central,2,0,1,1,1,2,-1,1,0.5,1.0,1,0,1,0,0,0,0,1,0.0,0.0
m_2HMWiS,2026-02-16,t_3FROV0,Barracas Central,3,1,1,1,3,2,1,4,1.0,0.6666666666666666,1,0,1,0,0,0,0,1,0.0,0.0
m_13pMsz,2026-02-21,t_3FROV0,Barracas Central,3,1,1,1,3,2,1,4,1.0,0.6666666666666666,2,0,1,1,0,2,-2,1,0.0,1.0
m_2dkzXZ,2026-02-25,t_3FROV0,Barracas Central,3,1,1,1,3,2,1,4,1.0,0.6666666666666666,3,0,1,2,0,3,-3,1,0.0,1.0
m_3FQmVY,2026-03-01,t_3FROV0,Barracas Central,4,2,1,1,5,3,2,7,1.25,0.75,3,0,1,2,0,3,-3,1,0.0,1.0
m_1DO56u,2026-03-12,t_3FROV0,Barracas Central,4,2,1,1,5,3,2,7,1.25,0.75,4,0,2,2,1,4,-3,2,0.25,1.0
m_0yVlJb,2026-03-16,t_3FROV0,Barracas Central,4,2,1,1,5,3,2,7,1.25,0.75,5,1,2,2,3,5,-2,5,0.6,1.0
m_1Klahn,2026-03-24,t_3FROV0,Barracas Central,5,3,1,1,7,4,3,10,1.4,0.8,5,1,2,2,3,5,-2,5,0.6,1.0
m_03csNA,2026-04-02,t_3FROV0,Barracas Central,5,3,1,1,7,4,3,10,1.4,0.8,5,1,2,2,3,5,-2,5,0.6,1.0
m_1VteVu,2026-04-12,t_3FROV0,Barracas Central,5,3,1,1,8,5,3,10,1.6,1.0,5,1,2,2,3,5,-2,5,0.6,1.0
m_0HO7em,2026-04-20,t_3FROV0,Barracas Central,5,3,1,1,8,5,3,10,1.6,1.0,5,2,2,1,5,4,1,8,1.0,0.8
m_3vfFEs,2026-04-25,t_3FROV0,Barracas Central,5,3,1,1,7,4,3,10,1.4,0.8,5,2,2,1,5,4,1,8,1.0,0.8
m_1UxCxs,2026-05-02,t_3FROV0,Barracas Central,5,3,1,1,7,4,3,10,1.4,0.8,5,2,3,0,6,4,2,9,1.2,0.8
m_4X9GUk,2026-07-25,t_3FROV0,Barracas Central,5,2,1,2,6,6,0,7,1.2,1.2,5,2,3,0,6,4,2,9,1.2,0.8
m_03VPBd,2026-07-29,t_3FROV0,Barracas Central,5,2,1,2,6,6,0,7,1.2,1.2,5,3,2,0,6,3,3,11,1.2,0.6
m_1sTPds,2026-08-02,t_3FROV0,Barracas Central,5,2,1,2,5,5,0,7,1.0,1.0,5,3,2,0,6,3,3,11,1.2,0.6
m_4AhgSS,2026-08-09,t_3FROV0,Barracas Central,5,2,1,2,5,5,0,7,1.0,1.0,5,3,2,0,5,2,3,11,1.0,0.4
m_48fWBj,2026-08-17,t_3FROV0,Barracas Central,5,2,1,2,5,5,0,7,1.0,1.0,5,3,1,1,5,4,1,10,1.0,0.8
m_4IdcNi,2026-08-23,t_3FROV0,Barracas Central,5,1,1,3,3,5,-2,4,0.6,1.0,5,3,1,1,5,4,1,10,1.0,0.8
m_2eHqO4,2026-09-01,t_3FROV0,Barracas Central,5,1,1,3,3,5,-2,4,0.6,1.0,5,3,1,1,5,4,1,10,1.0,0.8
m_1lN21b,2026-09-07,t_3FROV0,Barracas Central,5,1,1,3,3,5,-2,4,0.6,1.0,5,2,2,1,3,3,0,8,0.6,0.6
m_0WEWh7,2026-09-14,t_3FROV0,Barracas Central,5,1,1,3,3,5,-2,4,0.6,1.0,5,2,2,1,3,3,0,8,0.6,0.6
m_1qLG6R,2026-09-14,t_3FROV0,Barracas Central,5,1,1,3,3,5,-2,4,0.6,1.0,5,2,2,1,3,3,0,8,0.6,0.6
m_2hYXmh,2026-01-25,t_3TbOfu,Deportivo Riestra,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_20gfAy,2026-01-29,t_3TbOfu,Deportivo Riestra,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,1,0,1,-1,0,0.0,1.0
m_45XhQv,2026-02-01,t_3TbOfu,Deportivo Riestra,1,0,0,1,0,1,-1,0,0.0,1.0,1,0,0,1,0,1,-1,0,0.0,1.0
m_3sDDFG,2026-02-09,t_3TbOfu,Deportivo Riestra,1,0,0,1,0,1,-1,0,0.0,1.0,2,0,1,1,1,2,-1,1,0.5,1.0
m_1CzDvn,2026-02-16,t_3TbOfu,Deportivo Riestra,1,0,0,1,0,1,-1,0,0.0,1.0,3,0,1,2,1,3,-2,1,0.3333333333333333,1.0
